Start Station,End Station,Start Line,End Line,Travel Time (minutes)
Jahangirpuri,Shadipur,Yellow Line,Blue Line,13
Jahangirpuri,Ramesh Nagar,Yellow Line,Blue Line,14
Jahangirpuri,Kirti Nagar†,Yellow Line,Blue Line,13
Jahangirpuri,Moti Nagar,Yellow Line,Blue Line,12
Jahangirpuri,Laxmi Nagar,Yellow Line,Blue Line branch,24
Jahangirpuri,Nirman Vihar,Yellow Line,Blue Line branch,24
Jahangirpuri,Preet Vihar,Yellow Line,Blue Line branch,24
Jahangirpuri,Vaishali,Yellow Line,Blue Line branch,20
Jahangirpuri,Kaushambi,Yellow Line,Blue Line branch,28
Jahangirpuri,Anand Vihar ISBT,Yellow Line,Blue Line branch,27
Jahangirpuri,Karkarduma,Yellow Line,Blue Line branch,25
Jahangirpuri,Punjabi Bagh,Yellow Line,Green Line,11
Jahangirpuri,Ashok Park Main,Yellow Line,Green Line,10
Jahangirpuri,Shivaji Park,Yellow Line,Green Line,10
Jahangirpuri,Madipur,Yellow Line,Green Line,11
Jahangirpuri,Paschim Vihar East,Yellow Line,Green Line,11
Jahangirpuri,Paschim Vihar West,Yellow Line,Green Line,12
Jahangirpuri,Peera Garhi,Yellow Line,Green Line,13
Jahangirpuri,Udyog Nagar,Yellow Line,Green Line,15
Jahangirpuri,Nangloi Railway station,Yellow Line,Green Line,18
Jahangirpuri,Rajdhani Park,Yellow Line,Green Line,19
Jahangirpuri,Nangloi,Yellow Line,Green Line,17
Jahangirpuri,Mundka,Yellow Line,Green Line,21
Jahangirpuri,Mundka Industrial Area,Yellow Line,Green Line,23
Jahangirpuri,Ghevra,Yellow Line,Green Line,26
Jahangirpuri,Tikri Kalan,Yellow Line,Green Line,28
Jahangirpuri,Tikri Border,Yellow Line,Green Line,30
Jahangirpuri,Pandit Shree Ram Sharma,Yellow Line,Green Line,32
Jahangirpuri,Bahadurgarh City,Yellow Line,Green Line,34
Jahangirpuri,Brigadier Hoshiyar Singh,Yellow Line,Green Line,36
Jahangirpuri,Satguru Ramsingh Marg,Yellow Line,Green Line branch,11
Jahangirpuri,Najafgarh,Yellow Line,Grey Line,33
Jahangirpuri,Nangli,Yellow Line,Grey Line,29
Jahangirpuri,Chirag Delhi,Yellow Line,Magenta Line,33
Jahangirpuri,Greater Kailash,Yellow Line,Magenta Line,33
Jahangirpuri,Panchsheel Park,Yellow Line,Magenta Line,32
Jahangirpuri,Kalindi Kunj,Yellow Line,Magenta Line,37
Jahangirpuri,Jasola Vihar Shaheen Bagh,Yellow Line,Magenta Line,36
Jahangirpuri,Nehru Enclave,Yellow Line,Magenta Line,33
Jahangirpuri,R.K.Puram,Yellow Line,Magenta Line,30
Jahangirpuri,Okhla Bird Sanctuary,Yellow Line,Magenta Line,38
Jahangirpuri,Okhla NSIC,Yellow Line,Magenta Line,33
Jahangirpuri,Munirka,Yellow Line,Magenta Line,29
Jahangirpuri,Shankar Vihar,Yellow Line,Magenta Line,29
Jahangirpuri,Jamia Millia Islamia,Yellow Line,Magenta Line,33
Jahangirpuri,Sukhdev Vihar,Yellow Line,Magenta Line,33
Jahangirpuri,Vasant Vihar,Yellow Line,Magenta Line,28
Jahangirpuri,Okhla Vihar,Yellow Line,Magenta Line,34
Jahangirpuri,Sadar Bazaar Cantonment,Yellow Line,Magenta Line,26
Jahangirpuri,Palam,Yellow Line,Magenta Line,26
Jahangirpuri,Dashrath Puri,Yellow Line,Magenta Line,24
Jahangirpuri,Dabri Mor-Janakpuri South,Yellow Line,Magenta Line,22
Jahangirpuri,Delhi Aerocity,Yellow Line,Orange Line,31
Jahangirpuri,Indira Gandhi International Airport,Yellow Line,Orange Line,31
Jahangirpuri,Dhaula Kuan,Yellow Line,Orange Line,23
Jahangirpuri,Shivaji Stadium,Yellow Line,Orange Line,18
Jahangirpuri,Vinobapuri,Yellow Line,Pink Line,30
Jahangirpuri,Bhikaji Cama Place,Yellow Line,Pink Line,27
Jahangirpuri,Ashram,Yellow Line,Pink Line,30
Jahangirpuri,Sarojini Nagar,Yellow Line,Pink Line,26
Jahangirpuri,Sir Vishweshwaraiah Moti Bagh,Yellow Line,Pink Line,25
Jahangirpuri,Hazrat Nizamuddin,Yellow Line,Pink Line,27
Jahangirpuri,Durgabai Deshmukh South Campus,Yellow Line,Pink Line,23
Jahangirpuri,Delhi Cantonment,Yellow Line,Pink Line,23
Jahangirpuri,Mayur Vihar Pocket I,Yellow Line,Pink Line,29
Jahangirpuri,Trilokpuri Sanjay Lake,Yellow Line,Pink Line,29
Jahangirpuri,Shiv Vihar,Yellow Line,Pink Line,26
Jahangirpuri,East Vinod Nagar – Mayur Vihar-II,Yellow Line,Pink Line,28
Jahangirpuri,Mandawali – West Vinod Nagar,Yellow Line,Pink Line,27
Jahangirpuri,Naraina Vihar,Yellow Line,Pink Line,17
Jahangirpuri,IP Extension,Yellow Line,Pink Line,27
Jahangirpuri,Mayapuri,Yellow Line,Pink Line,16
Jahangirpuri,South,Yellow Line,Pink Line,16
Jahangirpuri,Karkarduma Court,Yellow Line,Pink Line,23
Jahangirpuri,Krishna Nagar,Yellow Line,Pink Line,22
Jahangirpuri,ESI Hospital,Yellow Line,Pink Line,13
Jahangirpuri,East Azad Nagar,Yellow Line,Pink Line,21
Jahangirpuri,Punjabi Bagh West,Yellow Line,Pink Line,10
Jahangirpuri,Jaffrabad,Yellow Line,Pink Line,18
Jahangirpuri,Shakurpur,Yellow Line,Pink Line,7
Jahangirpuri,Maujpur-Babarpur,Yellow Line,Pink Line,19
Jahangirpuri,Gokulpuri,Yellow Line,Pink Line,19
Jahangirpuri,Shalimar Bagh,Yellow Line,Pink Line,3
Jahangirpuri,Majlis Park,Yellow Line,Pink Line,3
Jahangirpuri,Shaheed Nagar,Yellow Line,Red Line,34
Jahangirpuri,Mohan Nagar,Yellow Line,Red Line,22
Jahangirpuri,Raj Bagh,Yellow Line,Red Line,16
Jahangirpuri,Inderlok,Yellow Line,Red Line,16
Jahangirpuri,Kashmere Gate,Yellow Line,Red Line,16
Jahangirpuri,Welcome,Yellow Line,Red Line,16
Jahangirpuri,Pul Bangash,Yellow Line,Red Line,12
Jahangirpuri,Pratap Nagar,Yellow Line,Red Line,12
Jahangirpuri,Tis Hazari,Yellow Line,Red Line,13
Jahangirpuri,Shastri Park,Yellow Line,Red Line,17
Jahangirpuri,Seelampur,Yellow Line,Red Line,18
Jahangirpuri,Shastri Nagar,Yellow Line,Red Line,10
Jahangirpuri,Shaheed Sthal,Yellow Line,Red Line,39
Jahangirpuri,Shahdara,Yellow Line,Red Line,21
Jahangirpuri,Jhilmil,Yellow Line,Red Line,24
Jahangirpuri,Mansarovar Park,Yellow Line,Red Line,22
Jahangirpuri,Dilshad Garden,Yellow Line,Red Line,25
Jahangirpuri,Arthala,Yellow Line,Red Line,35
Jahangirpuri,Major Mohit Sharma,Yellow Line,Red Line,30
Jahangirpuri,Kanhaiya Nagar,Yellow Line,Red Line,8
Jahangirpuri,Keshav Puram,Yellow Line,Red Line,7
Jahangirpuri,Netaji Subhash Place,Yellow Line,Red Line,6
Jahangirpuri,Kohat Enclave,Yellow Line,Red Line,6
Jahangirpuri,Shyam Park,Yellow Line,Red Line,17
Jahangirpuri,Pitam Pura,Yellow Line,Red Line,6
Jahangirpuri,Rohini East,Yellow Line,Red Line,7
Jahangirpuri,Rohini West,Yellow Line,Red Line,8
Jahangirpuri,Rithala,Yellow Line,Red Line,9
Jahangirpuri,Hindon,Yellow Line,Red Line,45
Jahangirpuri,Lal Qila,Yellow Line,Violet Line,1804
Jahangirpuri,Raja Nahar Singh,Yellow Line,Violet Line,69
Jahangirpuri,Sant Surdas (Sihi),Yellow Line,Violet Line,66
Jahangirpuri,Escorts Mujesar,Yellow Line,Violet Line,64
Jahangirpuri,Bata Chowk,Yellow Line,Violet Line,61
Jahangirpuri,Neelam Chowk Ajronda,Yellow Line,Violet Line,60
Jahangirpuri,Mewala Maharajpur,Yellow Line,Violet Line,52
Jahangirpuri,Old Faridabad,Yellow Line,Violet Line,43
Jahangirpuri,Badarpur Border,Yellow Line,Violet Line,45
Jahangirpuri,Tughlakabad Station,Yellow Line,Violet Line,43
Jahangirpuri,Mohan Estate,Yellow Line,Violet Line,40
Jahangirpuri,Sarita Vihar,Yellow Line,Violet Line,38
Jahangirpuri,Jasola Apollo,Yellow Line,Violet Line,36
Jahangirpuri,Harkesh Nagar Okhla,Yellow Line,Violet Line,35
Jahangirpuri,Govind Puri,Yellow Line,Violet Line,34
Jahangirpuri,Sector 28,Yellow Line,Violet Line,36
Jahangirpuri,Nehru Place,Yellow Line,Violet Line,33
Jahangirpuri,Kalkaji Mandir,Yellow Line,Violet Line,33
Jahangirpuri,Kailash Colony,Yellow Line,Violet Line,32
Jahangirpuri,Moolchand,Yellow Line,Violet Line,29
Jahangirpuri,Lajpat Nagar,Yellow Line,Violet Line,29
Jahangirpuri,Jangpura,Yellow Line,Violet Line,27
Jahangirpuri,Jawaharlal Nehru Stadium,Yellow Line,Violet Line,26
Jahangirpuri,Khan Market,Yellow Line,Violet Line,23
Jahangirpuri,Janpath,Yellow Line,Violet Line,22
Jahangirpuri,ITO,Yellow Line,Violet Line,20
Jahangirpuri,Delhi Gate,Yellow Line,Violet Line,19
Jahangirpuri,Jama Masjid,Yellow Line,Violet Line,17
Jahangirpuri,Sarai,Yellow Line,Violet Line,16
Jahangirpuri,HUDA City Centre,Yellow Line,Yellow Line,47
Jahangirpuri,Sultanpur,Yellow Line,Yellow Line,62
Jahangirpuri,IFFCO Chowk,Yellow Line,Yellow Line,45
Jahangirpuri,MG Road,Yellow Line,Yellow Line,43
Jahangirpuri,Arjan Garh,Yellow Line,Yellow Line,42
Jahangirpuri,Sikandarpur,Yellow Line,Yellow Line,43
Jahangirpuri,Guru Dronacharya,Yellow Line,Yellow Line,42
Jahangirpuri,Ghitorni,Yellow Line,Yellow Line,39
Jahangirpuri,Chhatarpur,Yellow Line,Yellow Line,37
Jahangirpuri,Saket,Yellow Line,Yellow Line,35
Jahangirpuri,Malviya Nagar,Yellow Line,Yellow Line,33
Jahangirpuri,Hauz Khas,Yellow Line,Yellow Line,31
Jahangirpuri,Green Park,Yellow Line,Yellow Line,29
Jahangirpuri,AIIMS,Yellow Line,Yellow Line,28
Jahangirpuri,INA,Yellow Line,Yellow Line,27
Jahangirpuri,Jor Bagh,Yellow Line,Yellow Line,25
Jahangirpuri,Lok Kalyan Marg,Yellow Line,Yellow Line,23
Jahangirpuri,Udyog Bhawan,Yellow Line,Yellow Line,21
Jahangirpuri,Central Secretariat,Yellow Line,Yellow Line,20
Jahangirpuri,Patel Chowk,Yellow Line,Yellow Line,19
Jahangirpuri,Rajiv Chowk,Yellow Line,Yellow Line,18
Jahangirpuri,New Delhi,Yellow Line,Yellow Line,17
Jahangirpuri,Chawri Bazar,Yellow Line,Yellow Line,16
Jahangirpuri,Chandni Chowk,Yellow Line,Yellow Line,15
Jahangirpuri,Civil Lines,Yellow Line,Yellow Line,13
Jahangirpuri,Vidhan Sabha,Yellow Line,Yellow Line,11
Jahangirpuri,Vishwa Vidyalaya,Yellow Line,Yellow Line,10
Jahangirpuri,GTB Nagar,Yellow Line,Yellow Line,8
Jahangirpuri,Model Town,Yellow Line,Yellow Line,7
Jahangirpuri,Azadpur,Yellow Line,Yellow Line,4
Jahangirpuri,Adarsh Nagar,Yellow Line,Yellow Line,3
Jahangirpuri,Haiderpur,Yellow Line,Yellow Line,3
Jahangirpuri,Rohini Sector 18,Yellow Line,Yellow Line,4
Jahangirpuri,Samaypur Badli,Yellow Line,Yellow Line,5
Haiderpur,Noida Sector 15,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 16,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 18,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 34,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 52,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 59,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 61,Yellow Line,Blue Line,43
Haiderpur,Noida Sector 62,Yellow Line,Blue Line,43
Haiderpur,Dwarka Sector 21,Yellow Line,Blue Line,33
Haiderpur,Botanical Garden,Yellow Line,Blue Line,39
Haiderpur,Dwarka Sector 8,Yellow Line,Blue Line,30
Haiderpur,Dwarka Sector 9,Yellow Line,Blue Line,29
Haiderpur,Dwarka,Yellow Line,Blue Line,30
Haiderpur,Noida Electronic City,Yellow Line,Blue Line,33
Haiderpur,Dwarka Sector 10,Yellow Line,Blue Line,29
Haiderpur,Dwarka Sector 11,Yellow Line,Blue Line,29
Haiderpur,New Ashok Nagar,Yellow Line,Blue Line,33
Haiderpur,Dwarka Sector 12,Yellow Line,Blue Line,28
Haiderpur,Mayur Vihar Extension,Yellow Line,Blue Line,32
Haiderpur,Dwarka Sector 13,Yellow Line,Blue Line,28
Haiderpur,Golf Course,Yellow Line,Blue Line,23
Haiderpur,Dwarka Sector 14,Yellow Line,Blue Line,28
Haiderpur,Mayur Vihar -I,Yellow Line,Blue Line,30
Haiderpur,Akshardham,Yellow Line,Blue Line,27
Haiderpur,Dwarka Mor,Yellow Line,Blue Line,26
Haiderpur,Nawada,Yellow Line,Blue Line,24
Haiderpur,Indraprastha,Yellow Line,Blue Line,24
Haiderpur,Uttam Nagar West,Yellow Line,Blue Line,23
Haiderpur,Supreme Court,Yellow Line,Blue Line,23
Haiderpur,Yamuna Bank,Yellow Line,Blue Line,25
Haiderpur,Uttam Nagar East,Yellow Line,Blue Line,22
Haiderpur,Mandi House,Yellow Line,Blue Line,22
Haiderpur,Janakpuri West,Yellow Line,Blue Line,20
Haiderpur,Barakhambha Road,Yellow Line,Blue Line,21
Haiderpur,Janakpuri East,Yellow Line,Blue Line,19
Haiderpur,Tilak Nagar,Yellow Line,Blue Line,18
Haiderpur,Ramakrishna Ashram Marg,Yellow Line,Blue Line,18
Haiderpur,Subhash Nagar,Yellow Line,Blue Line,16
Haiderpur,Rajouri Garden,Yellow Line,Blue Line,16
Haiderpur,Rajendra Place,Yellow Line,Blue Line,16
Haiderpur,Tagore Garden,Yellow Line,Blue Line,16
Haiderpur,Karol Bagh,Yellow Line,Blue Line,16
Haiderpur,Jhandewalan,Yellow Line,Blue Line,17
Haiderpur,Patel Nagar,Yellow Line,Blue Line,15
Haiderpur,Shadipur,Yellow Line,Blue Line,14
Haiderpur,Ramesh Nagar,Yellow Line,Blue Line,14
Haiderpur,Kirti Nagar†,Yellow Line,Blue Line,13
Haiderpur,Moti Nagar,Yellow Line,Blue Line,13
Haiderpur,Laxmi Nagar,Yellow Line,Blue Line branch,26
Haiderpur,Nirman Vihar,Yellow Line,Blue Line branch,26
Haiderpur,Preet Vihar,Yellow Line,Blue Line branch,26
Haiderpur,Vaishali,Yellow Line,Blue Line branch,19
Haiderpur,Kaushambi,Yellow Line,Blue Line branch,30
Haiderpur,Anand Vihar ISBT,Yellow Line,Blue Line branch,29
Haiderpur,Karkarduma,Yellow Line,Blue Line branch,27
Haiderpur,Punjabi Bagh,Yellow Line,Green Line,11
Haiderpur,Ashok Park Main,Yellow Line,Green Line,10
Haiderpur,Shivaji Park,Yellow Line,Green Line,10
Haiderpur,Madipur,Yellow Line,Green Line,10
Haiderpur,Paschim Vihar East,Yellow Line,Green Line,11
Haiderpur,Paschim Vihar West,Yellow Line,Green Line,12
Haiderpur,Peera Garhi,Yellow Line,Green Line,12
Haiderpur,Udyog Nagar,Yellow Line,Green Line,13
Haiderpur,Nangloi Railway station,Yellow Line,Green Line,16
Haiderpur,Rajdhani Park,Yellow Line,Green Line,18
Haiderpur,Nangloi,Yellow Line,Green Line,15
Haiderpur,Mundka,Yellow Line,Green Line,20
Haiderpur,Mundka Industrial Area,Yellow Line,Green Line,21
Haiderpur,Ghevra,Yellow Line,Green Line,24
Haiderpur,Tikri Kalan,Yellow Line,Green Line,27
Haiderpur,Tikri Border,Yellow Line,Green Line,29
Haiderpur,Pandit Shree Ram Sharma,Yellow Line,Green Line,30
Haiderpur,Bahadurgarh City,Yellow Line,Green Line,32
Haiderpur,Brigadier Hoshiyar Singh,Yellow Line,Green Line,35
Haiderpur,Satguru Ramsingh Marg,Yellow Line,Green Line branch,12
Haiderpur,Najafgarh,Yellow Line,Grey Line,32
Haiderpur,Nangli,Yellow Line,Grey Line,28
Haiderpur,Chirag Delhi,Yellow Line,Magenta Line,35
Haiderpur,Greater Kailash,Yellow Line,Magenta Line,34
Haiderpur,Panchsheel Park,Yellow Line,Magenta Line,33
Haiderpur,Kalindi Kunj,Yellow Line,Magenta Line,39
Haiderpur,Jasola Vihar Shaheen Bagh,Yellow Line,Magenta Line,38
Haiderpur,Nehru Enclave,Yellow Line,Magenta Line,35
Haiderpur,R.K.Puram,Yellow Line,Magenta Line,31
Haiderpur,Okhla Bird Sanctuary,Yellow Line,Magenta Line,39
Haiderpur,Okhla NSIC,Yellow Line,Magenta Line,34
Haiderpur,Munirka,Yellow Line,Magenta Line,30
Haiderpur,Shankar Vihar,Yellow Line,Magenta Line,29
Haiderpur,Jamia Millia Islamia,Yellow Line,Magenta Line,35
Haiderpur,Sukhdev Vihar,Yellow Line,Magenta Line,34
Haiderpur,Vasant Vihar,Yellow Line,Magenta Line,29
Haiderpur,Okhla Vihar,Yellow Line,Magenta Line,36
Haiderpur,Sadar Bazaar Cantonment,Yellow Line,Magenta Line,27
Haiderpur,Palam,Yellow Line,Magenta Line,26
Haiderpur,Dashrath Puri,Yellow Line,Magenta Line,24
Haiderpur,Dabri Mor-Janakpuri South,Yellow Line,Magenta Line,22
Haiderpur,Delhi Aerocity,Yellow Line,Orange Line,31
Haiderpur,Indira Gandhi International Airport,Yellow Line,Orange Line,31
Haiderpur,Dhaula Kuan,Yellow Line,Orange Line,24
Haiderpur,Shivaji Stadium,Yellow Line,Orange Line,20
Haiderpur,Vinobapuri,Yellow Line,Pink Line,31
Haiderpur,Bhikaji Cama Place,Yellow Line,Pink Line,28
Haiderpur,Ashram,Yellow Line,Pink Line,31
Haiderpur,Sarojini Nagar,Yellow Line,Pink Line,27
Haiderpur,Sir Vishweshwaraiah Moti Bagh,Yellow Line,Pink Line,26
Haiderpur,Hazrat Nizamuddin,Yellow Line,Pink Line,29
Haiderpur,Durgabai Deshmukh South Campus,Yellow Line,Pink Line,24
Haiderpur,Delhi Cantonment,Yellow Line,Pink Line,23
Haiderpur,Mayur Vihar Pocket I,Yellow Line,Pink Line,31
Haiderpur,Trilokpuri Sanjay Lake,Yellow Line,Pink Line,31
Haiderpur,Shiv Vihar,Yellow Line,Pink Line,26
Haiderpur,East Vinod Nagar – Mayur Vihar-II,Yellow Line,Pink Line,30
Haiderpur,Mandawali – West Vinod Nagar,Yellow Line,Pink Line,29
Haiderpur,Naraina Vihar,Yellow Line,Pink Line,18
Haiderpur,IP Extension,Yellow Line,Pink Line,29
Haiderpur,Mayapuri,Yellow Line,Pink Line,16
Haiderpur,South,Yellow Line,Pink Line,17
Haiderpur,Karkarduma Court,Yellow Line,Pink Line,25
Haiderpur,Krishna Nagar,Yellow Line,Pink Line,24
Haiderpur,ESI Hospital,Yellow Line,Pink Line,13
Haiderpur,East Azad Nagar,Yellow Line,Pink Line,23
Haiderpur,Punjabi Bagh West,Yellow Line,Pink Line,11
Haiderpur,Jaffrabad,Yellow Line,Pink Line,20
Haiderpur,Shakurpur,Yellow Line,Pink Line,8
Haiderpur,Maujpur-Babarpur,Yellow Line,Pink Line,21
Haiderpur,Gokulpuri,Yellow Line,Pink Line,21
Haiderpur,Shalimar Bagh,Yellow Line,Pink Line,3
Haiderpur,Majlis Park,Yellow Line,Pink Line,5
Haiderpur,Shaheed Nagar,Yellow Line,Red Line,35
Haiderpur,Mohan Nagar,Yellow Line,Red Line,22
Haiderpur,Raj Bagh,Yellow Line,Red Line,18
Haiderpur,Inderlok,Yellow Line,Red Line,17
Haiderpur,Kashmere Gate,Yellow Line,Red Line,17
Haiderpur,Welcome,Yellow Line,Red Line,17
Haiderpur,Pul Bangash,Yellow Line,Red Line,14
Haiderpur,Pratap Nagar,Yellow Line,Red Line,13
Haiderpur,Tis Hazari,Yellow Line,Red Line,15
Haiderpur,Shastri Park,Yellow Line,Red Line,19
Haiderpur,Seelampur,Yellow Line,Red Line,20
Haiderpur,Shastri Nagar,Yellow Line,Red Line,12
Haiderpur,Shaheed Sthal,Yellow Line,Red Line,41
Haiderpur,Shahdara,Yellow Line,Red Line,23
Haiderpur,Jhilmil,Yellow Line,Red Line,26
Haiderpur,Mansarovar Park,Yellow Line,Red Line,24
Haiderpur,Dilshad Garden,Yellow Line,Red Line,27
Haiderpur,Arthala,Yellow Line,Red Line,37
Haiderpur,Major Mohit Sharma,Yellow Line,Red Line,32
Haiderpur,Kanhaiya Nagar,Yellow Line,Red Line,9
Haiderpur,Keshav Puram,Yellow Line,Red Line,8
Haiderpur,Netaji Subhash Place,Yellow Line,Red Line,6
Haiderpur,Kohat Enclave,Yellow Line,Red Line,6
Haiderpur,Shyam Park,Yellow Line,Red Line,19
Haiderpur,Pitam Pura,Yellow Line,Red Line,6
Haiderpur,Rohini East,Yellow Line,Red Line,6
Haiderpur,Rohini West,Yellow Line,Red Line,6
Haiderpur,Rithala,Yellow Line,Red Line,7
Haiderpur,Hindon,Yellow Line,Red Line,47
Haiderpur,Lal Qila,Yellow Line,Violet Line,1804
Haiderpur,Raja Nahar Singh,Yellow Line,Violet Line,70
Haiderpur,Sant Surdas (Sihi),Yellow Line,Violet Line,68
Haiderpur,Escorts Mujesar,Yellow Line,Violet Line,65
Haiderpur,Bata Chowk,Yellow Line,Violet Line,63
Haiderpur,Neelam Chowk Ajronda,Yellow Line,Violet Line,61
Haiderpur,Mewala Maharajpur,Yellow Line,Violet Line,54
Haiderpur,Old Faridabad,Yellow Line,Violet Line,43
Haiderpur,Badarpur Border,Yellow Line,Violet Line,46
Haiderpur,Tughlakabad Station,Yellow Line,Violet Line,44
Haiderpur,Mohan Estate,Yellow Line,Violet Line,42
Haiderpur,Sarita Vihar,Yellow Line,Violet Line,40
Haiderpur,Jasola Apollo,Yellow Line,Violet Line,38
Haiderpur,Harkesh Nagar Okhla,Yellow Line,Violet Line,37
Haiderpur,Govind Puri,Yellow Line,Violet Line,36
Haiderpur,Sector 28,Yellow Line,Violet Line,36
Haiderpur,Nehru Place,Yellow Line,Violet Line,34
Haiderpur,Kalkaji Mandir,Yellow Line,Violet Line,35
Haiderpur,Kailash Colony,Yellow Line,Violet Line,33
Haiderpur,Moolchand,Yellow Line,Violet Line,31
Haiderpur,Lajpat Nagar,Yellow Line,Violet Line,30
Haiderpur,Jangpura,Yellow Line,Violet Line,29
Haiderpur,Jawaharlal Nehru Stadium,Yellow Line,Violet Line,28
Haiderpur,Khan Market,Yellow Line,Violet Line,25
Haiderpur,Janpath,Yellow Line,Violet Line,23
Haiderpur,ITO,Yellow Line,Violet Line,22
Haiderpur,Delhi Gate,Yellow Line,Violet Line,21
Haiderpur,Jama Masjid,Yellow Line,Violet Line,19
Haiderpur,Sarai,Yellow Line,Violet Line,17
Haiderpur,HUDA City Centre,Yellow Line,Yellow Line,47
Haiderpur,Sultanpur,Yellow Line,Yellow Line,61
Haiderpur,IFFCO Chowk,Yellow Line,Yellow Line,45
Haiderpur,MG Road,Yellow Line,Yellow Line,44
Haiderpur,Arjan Garh,Yellow Line,Yellow Line,42
Haiderpur,Sikandarpur,Yellow Line,Yellow Line,43
Haiderpur,Guru Dronacharya,Yellow Line,Yellow Line,42
Haiderpur,Ghitorni,Yellow Line,Yellow Line,40
Haiderpur,Chhatarpur,Yellow Line,Yellow Line,38
Haiderpur,Saket,Yellow Line,Yellow Line,36
Haiderpur,Malviya Nagar,Yellow Line,Yellow Line,35
Haiderpur,Hauz Khas,Yellow Line,Yellow Line,33
Haiderpur,Green Park,Yellow Line,Yellow Line,30
Haiderpur,AIIMS,Yellow Line,Yellow Line,29
Haiderpur,INA,Yellow Line,Yellow Line,28
Haiderpur,Jor Bagh,Yellow Line,Yellow Line,26
Haiderpur,Lok Kalyan Marg,Yellow Line,Yellow Line,24
Haiderpur,Udyog Bhawan,Yellow Line,Yellow Line,23
Haiderpur,Central Secretariat,Yellow Line,Yellow Line,22
Haiderpur,Patel Chowk,Yellow Line,Yellow Line,21
Haiderpur,Rajiv Chowk,Yellow Line,Yellow Line,20
Haiderpur,New Delhi,Yellow Line,Yellow Line,18
Haiderpur,Chawri Bazar,Yellow Line,Yellow Line,18
Haiderpur,Chandni Chowk,Yellow Line,Yellow Line,17
Haiderpur,Civil Lines,Yellow Line,Yellow Line,15
Haiderpur,Vidhan Sabha,Yellow Line,Yellow Line,13
Haiderpur,Vishwa Vidyalaya,Yellow Line,Yellow Line,12
Haiderpur,GTB Nagar,Yellow Line,Yellow Line,10
Haiderpur,Model Town,Yellow Line,Yellow Line,8
Haiderpur,Azadpur,Yellow Line,Yellow Line,6
Haiderpur,Adarsh Nagar,Yellow Line,Yellow Line,4
Haiderpur,Jahangirpuri,Yellow Line,Yellow Line,3
Haiderpur,Rohini Sector 18,Yellow Line,Yellow Line,2
Haiderpur,Samaypur Badli,Yellow Line,Yellow Line,3
Rohini Sector 18,Noida Sector 15,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 16,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 18,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 34,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 52,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 59,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 61,Yellow Line,Blue Line,44
Rohini Sector 18,Noida Sector 62,Yellow Line,Blue Line,44
Rohini Sector 18,Dwarka Sector 21,Yellow Line,Blue Line,34
Rohini Sector 18,Botanical Garden,Yellow Line,Blue Line,41
Rohini Sector 18,Dwarka Sector 8,Yellow Line,Blue Line,31
Rohini Sector 18,Dwarka Sector 9,Yellow Line,Blue Line,30
Rohini Sector 18,Dwarka,Yellow Line,Blue Line,31
Rohini Sector 18,Noida Electronic City,Yellow Line,Blue Line,35
Rohini Sector 18,Dwarka Sector 10,Yellow Line,Blue Line,29
Rohini Sector 18,Dwarka Sector 11,Yellow Line,Blue Line,29
Rohini Sector 18,New Ashok Nagar,Yellow Line,Blue Line,35
Rohini Sector 18,Dwarka Sector 12,Yellow Line,Blue Line,29
Rohini Sector 18,Mayur Vihar Extension,Yellow Line,Blue Line,34
Rohini Sector 18,Dwarka Sector 13,Yellow Line,Blue Line,29
Rohini Sector 18,Golf Course,Yellow Line,Blue Line,24
Rohini Sector 18,Dwarka Sector 14,Yellow Line,Blue Line,29
Rohini Sector 18,Mayur Vihar -I,Yellow Line,Blue Line,32
Rohini Sector 18,Akshardham,Yellow Line,Blue Line,29
Rohini Sector 18,Dwarka Mor,Yellow Line,Blue Line,26
Rohini Sector 18,Nawada,Yellow Line,Blue Line,25
Rohini Sector 18,Indraprastha,Yellow Line,Blue Line,26
Rohini Sector 18,Uttam Nagar West,Yellow Line,Blue Line,24
Rohini Sector 18,Supreme Court,Yellow Line,Blue Line,25
Rohini Sector 18,Yamuna Bank,Yellow Line,Blue Line,27
Rohini Sector 18,Uttam Nagar East,Yellow Line,Blue Line,22
Rohini Sector 18,Mandi House,Yellow Line,Blue Line,24
Rohini Sector 18,Janakpuri West,Yellow Line,Blue Line,21
Rohini Sector 18,Barakhambha Road,Yellow Line,Blue Line,22
Rohini Sector 18,Janakpuri East,Yellow Line,Blue Line,20
Rohini Sector 18,Tilak Nagar,Yellow Line,Blue Line,19
Rohini Sector 18,Ramakrishna Ashram Marg,Yellow Line,Blue Line,20
Rohini Sector 18,Subhash Nagar,Yellow Line,Blue Line,17
